path,included,exclusion_reason,domain,language,total_lines,relevant_lines,assigned_agent,review_pass_1,review_pass_2_if_required,reviewed_ranges,reviewed_lines,coverage_percent,security_relevant,runtime_relevant,database_relevant,integration_relevant,test_relevant,finding_count,status,notes
conversas/app/schemas/__init__.py,yes,,conv-models,python,1,1,A11-conv-core,A11-conv-core,,1-1,1,100,no,no,yes,no,no,0,REVIEWED,
conversas/app/schemas/api_config.py,yes,,conv-models,python,57,57,A11-conv-core,A11-conv-core,,1-57,57,100,yes,yes,yes,no,no,1,REVIEWED,
conversas/app/schemas/conversation.py,yes,,conv-models,python,158,158,A11-conv-core,A11-conv-core,,1-158,158,100,no,no,yes,no,no,0,REVIEWED,
conversas/app/schemas/message_variable.py,yes,,conv-models,python,169,169,A11-conv-core,A11-conv-core,,1-169,169,100,no,no,yes,no,no,0,REVIEWED,
conversas/app/schemas/quick_reply.py,yes,,conv-models,python,37,37,A11-conv-core,A11-conv-core,,1-37,37,100,no,no,yes,no,no,1,REVIEWED,
conversas/app/schemas/settings.py,yes,,conv-models,python,54,54,A11-conv-core,A11-conv-core,,1-54,54,100,no,no,yes,no,no,0,REVIEWED,
conversas/app/schemas/template.py,yes,,conv-models,python,128,128,A11-conv-core,A11-conv-core,,1-128,128,100,no,no,yes,no,no,1,REVIEWED,
conversas/app/seed.py,yes,,conv-core,python,255,255,A11-conv-core,A11-conv-core,A03-models+ARCH-crossfile,1-255,255,100,yes,no,no,no,no,6,REVIEWED,
conversas/app/services/__init__.py,yes,,conv-services,python,1,1,A10-conv-integr,A10-conv-integr,,1-1,1,100,no,no,no,no,no,0,REVIEWED,
conversas/app/services/crm.py,yes,,conv-integration,python,509,509,A10-conv-integr,A10-conv-integr,A15b-tests+ARCH-crossfile,1-509,509,100,no,no,no,yes,no,5,REVIEWED,
conversas/app/services/media_policy.py,yes,,conv-services,python,96,96,A10-conv-integr,A10-conv-integr,,1-96,96,100,yes,no,no,no,no,0,REVIEWED,
conversas/app/services/media_storage.py,yes,,conv-services,python,171,171,A10-conv-integr,A10-conv-integr,,1-171,171,100,no,no,no,no,no,2,REVIEWED,
conversas/app/services/meta_templates.py,yes,,conv-integration,python,720,720,A10-conv-integr,A10-conv-integr,SEC-threat,1-720,720,100,no,no,no,yes,no,6,REVIEWED,
conversas/app/services/outbound.py,yes,,conv-integration,python,210,210,A10-conv-integr,A10-conv-integr,PASS2-highrisk+PASS2-highrisk,1-210,210,100,no,no,no,yes,no,1,REVIEWED,
conversas/app/services/variables.py,yes,,conv-services,python,631,631,A10-conv-integr,A10-conv-integr,,1-631,631,100,no,no,no,no,no,1,REVIEWED,
conversas/app/services/whatsapp.py,yes,,conv-integration,python,406,406,A10-conv-integr,A10-conv-integr,PASS2-highrisk+PASS2-highrisk,1-406,406,100,no,no,no,yes,no,3,REVIEWED,
conversas/requirements.txt,yes,,conv-runtime,text,9,9,A14-devops,A14-devops,,1-9,9,100,no,no,no,no,no,0,REVIEWED,
conversas/static/css/conversas.css,yes,,conv-frontend,css,2013,2013,A12-conv-frontend,A12-conv-frontend,,1-2013,2013,100,no,no,no,no,no,2,REVIEWED,
conversas/static/img/logo.png,no,"binary static asset, no logic",asset,,2739,0,,N/A,,,0,0,no,no,no,no,no,0,EXCLUDED,
conversas/static/js/auth.js,yes,,conv-frontend,javascript,74,74,A12-conv-frontend,A12-conv-frontend,ARCH-crossfile,1-74,74,100,yes,no,no,no,no,3,REVIEWED,
conversas/static/js/conversas.js,yes,,conv-frontend,javascript,2423,2423,A12-conv-frontend,A12-conv-frontend,,1-2423,2423,100,no,no,no,no,no,15,REVIEWED,
conversas/static/js/page-shell.js,yes,,conv-frontend,javascript,39,39,A12-conv-frontend,A12-conv-frontend,,1-39,39,100,no,no,no,no,no,0,REVIEWED,
conversas/static/js/settings.js,yes,,conv-frontend,javascript,701,701,A12-conv-frontend,A12-conv-frontend,,1-701,701,100,no,no,no,no,no,4,REVIEWED,
conversas/static/js/templates.js,yes,,conv-frontend,javascript,516,516,A12-conv-frontend,A12-conv-frontend,,1-516,516,100,no,no,no,no,no,2,REVIEWED,
conversas/static/manifest.json,yes,,conv-frontend,json,18,18,A12-conv-frontend,A12-conv-frontend,,1-18,18,100,no,no,no,no,no,1,REVIEWED,
conversas/templates/conversas.html,yes,,conv-frontend,jinja2-html,346,346,A12-conv-frontend,A12-conv-frontend,,1-346,346,100,no,no,no,no,no,0,REVIEWED,
conversas/templates/login.html,yes,,conv-frontend,jinja2-html,225,225,A12-conv-frontend,A12-conv-frontend,ARCH-crossfile+SEC-threat,1-225,225,100,no,no,no,no,no,3,REVIEWED,
conversas/templates/settings.html,yes,,conv-frontend,jinja2-html,337,337,A12-conv-frontend,A12-conv-frontend,,1-337,337,100,no,no,no,no,no,0,REVIEWED,
conversas/templates/templates.html,yes,,conv-frontend,jinja2-html,192,192,A12-conv-frontend,A12-conv-frontend,,1-192,192,100,no,no,no,no,no,0,REVIEWED,
docker-compose.yml,yes,,runtime-devops,yaml,141,141,A14-devops,A14-devops,ARCH-crossfile+SEC-threat,1-141,141,100,no,yes,no,no,no,18,REVIEWED,
docker/postgres/init-hardening.sh,yes,,db-runtime,bash,17,17,A13-db,A13-db,A14-devops+SEC-threat,1-17,17,100,yes,yes,no,no,no,6,REVIEWED,
docker/postgres/init.sql,yes,,db-runtime,sql,66,66,A13-db,A13-db,,1-66,66,100,no,no,yes,no,no,7,REVIEWED,
docker/postgres/pg_hba.conf,yes,,db-runtime,conf,26,26,A13-db,A13-db,A14-devops,1-26,26,100,yes,yes,no,no,no,3,REVIEWED,
docker/postgres/postgresql.conf,yes,,db-runtime,conf,32,32,A13-db,A13-db,,1-32,32,100,no,yes,yes,no,no,3,REVIEWED,
docs/arquitetura_workflows_n8n.md,yes,,docs,markdown,607,607,A18-content,A18-content,,1-607,607,100,no,no,no,yes,no,4,REVIEWED,
docs/auditoria/ARQUITETURA_MODULAR_CLEAN_BNA_CRM.md,yes,,docs,markdown,38,38,A18-content,A18-content,,1-38,38,100,no,no,no,no,no,1,REVIEWED,
docs/auditoria/AUDITORIA_SEVERA_BNA_CRM.md,yes,,docs,markdown,82,82,A18-content,A18-content,,1-82,82,100,no,no,no,no,no,1,REVIEWED,
docs/auditoria/CHECKLIST_SEGURANCA_PRODUCAO_BNA_CRM.md,yes,,docs,markdown,53,53,A18-content,A18-content,,1-53,53,100,no,no,no,no,no,2,REVIEWED,
docs/auditoria/FRONTEND_UX_AUDIT_BNA_CRM.md,yes,,docs,markdown,28,28,A18-content,A18-content,,1-28,28,100,no,no,no,no,no,0,REVIEWED,
docs/auditoria/PLANO_CORRECAO_MODULARIZACAO_BNA_CRM.md,yes,,docs,markdown,59,59,A18-content,A18-content,,1-59,59,100,no,no,no,no,no,0,REVIEWED,
docs/auditoria/WP_DATA_01_SCHEMA_LEADS.md,yes,,docs,markdown,50,50,A18-content,A18-content,,1-50,50,100,no,no,no,no,no,0,REVIEWED,
docs/n8n-toolHttpRequest-guia.md,yes,,docs,markdown,212,212,A18-content,A18-content,SEC-threat,1-212,212,100,no,no,no,yes,no,2,REVIEWED,
docs/n8n_guardrails_02_implementation_prep.md,yes,,docs,markdown,193,193,A18-content,A18-content,,1-193,193,100,no,no,no,yes,no,2,REVIEWED,
docs/n8n_guardrails_plan.md,yes,,docs,markdown,268,268,A18-content,A18-content,,1-268,268,100,no,no,no,yes,no,0,REVIEWED,
docs/perpetua_internal_auth.md,yes,,docs,markdown,120,120,A18-content,A18-content,,1-120,120,100,yes,no,no,no,no,0,REVIEWED,
docs/perpetua_pdf_generation.md,yes,,docs,markdown,92,92,A18-content,A18-content,,1-92,92,100,no,no,no,no,no,1,REVIEWED,
docs/perpetua_production_drift.md,yes,,docs,markdown,92,92,A18-content,A18-content,,1-92,92,100,no,no,no,no,no,0,REVIEWED,
docs/wps/REGISTRO_WP_OP_UI.md,yes,,docs,markdown,54,54,A18-content,A18-content,,1-54,54,100,no,no,no,no,no,0,REVIEWED,
docs/wps/REGISTRO_WP_UX_02_03.md,yes,,docs,markdown,67,67,A18-content,A18-content,,1-67,67,100,no,no,no,no,no,0,REVIEWED,
docs/wps/REGISTRO_WP_UX_04.md,yes,,docs,markdown,54,54,A18-content,A18-content,,1-54,54,100,no,no,no,no,no,0,REVIEWED,
docs/wps/WP_GI_01_SDD_GESTAO_INTERNA.md,yes,,docs,markdown,92,92,A18-content,A18-content,,1-92,92,100,no,no,no,no,no,0,REVIEWED,
migrations/README.md,yes,,db-migrations,markdown,39,39,A13-db,A13-db,,1-39,39,100,no,no,yes,no,no,1,REVIEWED,
migrations/__init__.py,yes,,db-migrations,python,2,2,A13-db,A13-db,,1-2,2,100,no,no,yes,no,no,0,REVIEWED,
migrations/m001_schema_drift_leads_tasks.py,yes,,db-migrations,python,93,93,A13-db,A13-db,,1-93,93,100,no,no,yes,no,no,2,REVIEWED,
migrations/m002_internal_tasks.py,yes,,db-migrations,python,40,40,A13-db,A13-db,,1-40,40,100,no,no,yes,no,no,1,REVIEWED,
migrations/m003_conversas_message_error_fields.py,yes,,db-migrations,python,75,75,A13-db,A13-db,,1-75,75,100,no,no,yes,no,no,1,REVIEWED,
migrations/m004_conversas_media_assets.py,yes,,db-migrations,python,55,55,A13-db,A13-db,,1-55,55,100,no,no,yes,no,no,0,REVIEWED,
migrations/m005_conversas_tags.py,yes,,db-migrations,python,53,53,A13-db,A13-db,,1-53,53,100,no,no,yes,no,no,1,REVIEWED,
migrations/m006_conversas_notes.py,yes,,db-migrations,python,43,43,A13-db,A13-db,,1-43,43,100,no,no,yes,no,no,0,REVIEWED,
migrations/m007_conversas_message_variables.py,yes,,db-migrations,python,45,45,A13-db,A13-db,,1-45,45,100,no,no,yes,no,no,0,REVIEWED,
migrations/m008_conversas_queued_at.py,yes,,db-migrations,python,117,117,A13-db,A13-db,PASS2-highrisk+PASS2-highrisk,1-117,117,100,no,no,yes,no,no,2,REVIEWED,
migrations/m009_conversas_service_templates.py,yes,,db-migrations,python,99,99,A13-db,A13-db,PASS2-highrisk+PASS2-highrisk,1-99,99,100,no,no,yes,no,no,2,REVIEWED,
migrations/m010_conversas_template_param_maps.py,yes,,db-migrations,python,97,97,A13-db,A13-db,PASS2-highrisk+PASS2-highrisk,1-97,97,100,no,no,yes,no,no,1,REVIEWED,
n8n/docker-compose.yml,yes,,integration-n8n,yaml,26,26,A17-n8n,A17-n8n,A14-devops,1-26,26,100,no,yes,no,yes,no,3,REVIEWED,
n8n/workflows/Agente Gerenciador de Leads — BnA (1).json,yes,,integration-n8n,json,850,850,A17-n8n,A17-n8n,,1-850,850,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/Analista de Métricas.json,yes,,integration-n8n,json,345,345,A17-n8n,A17-n8n,,1-345,345,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/Envio de Tarefas por Responsável (1).json,yes,,integration-n8n,json,171,171,A17-n8n,A17-n8n,,1-171,171,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/Notificação WhatsApp.json,yes,,integration-n8n,json,155,155,A17-n8n,A17-n8n,,1-155,155,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/README.md,yes,,integration-n8n,markdown,50,50,A17-n8n,A17-n8n,,1-50,50,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/WF-01 Agente Bia (1).json,yes,,integration-n8n,json,274,274,A17-n8n,A17-n8n,,1-274,274,100,no,yes,no,yes,no,1,REVIEWED,
n8n/workflows/live_exports/20260708_1443/Agente_Gerenciador_de_Leads_BnA.json,yes,,integration-n8n,json,788,788,A17-n8n,A17-n8n,SEC-threat,1-788,788,100,no,yes,no,yes,no,7,REVIEWED,
n8n/workflows/live_exports/20260708_1443/Analista_de_Metricas.json,yes,,integration-n8n,json,329,329,A17-n8n,A17-n8n,,1-329,329,100,no,yes,no,yes,no,3,REVIEWED,
n8n/workflows/live_exports/20260708_1443/Envio_de_Tarefas_por_Responsavel.json,yes,,integration-n8n,json,173,173,A17-n8n,A17-n8n,,1-173,173,100,no,yes,no,yes,no,4,REVIEWED,
n8n/workflows/live_exports/20260708_1443/Gerente_Autonomo_de_Tarefas_IA.json,yes,,integration-n8n,json,281,281,A17-n8n,A17-n8n,SEC-threat,1-281,281,100,no,yes,no,yes,no,5,REVIEWED,
n8n/workflows/live_exports/20260708_1443/Notificacao_WhatsApp.json,yes,,integration-n8n,json,144,144,A17-n8n,A17-n8n,SEC-threat,1-144,144,100,no,yes,no,yes,no,6,REVIEWED,
n8n/workflows/live_exports/20260708_1443/README.md,yes,,integration-n8n,markdown,59,59,A17-n8n,A17-n8n,,1-59,59,100,no,yes,no,yes,no,0,REVIEWED,
n8n/workflows/live_exports/20260708_1443/WF-01_Agente_Bia.json,yes,,integration-n8n,json,276,276,A17-n8n,A17-n8n,,1-276,276,100,no,yes,no,yes,no,7,REVIEWED,
requirements.txt,yes,,other,text,18,18,A16-scripts,A16-scripts,A14-devops,1-18,18,100,no,no,no,no,no,4,REVIEWED,
scripts/backup_postgres.sh,yes,,scripts,bash,46,46,A16-scripts,A16-scripts,,1-46,46,100,no,yes,no,no,no,0,REVIEWED,
scripts/check_readonly_db.py,yes,,scripts,python,85,85,A16-scripts,A16-scripts,,1-85,85,100,no,no,no,no,no,0,REVIEWED,
scripts/check_users.py,yes,,scripts,python,9,9,A16-scripts,A16-scripts,,1-9,9,100,no,no,no,no,no,0,REVIEWED,
scripts/redesign_templates.py,yes,,scripts,python,171,171,A16-scripts,A16-scripts,,1-171,171,100,no,no,no,no,no,0,REVIEWED,
scripts/smoke_seed_conversas.py,yes,,scripts,python,299,299,A16-scripts,A16-scripts,,1-299,299,100,yes,no,no,no,no,0,REVIEWED,
scripts/validate_bna_agent_context.py,yes,,scripts,python,172,172,A16-scripts,A16-scripts,A18-content,1-172,172,100,no,no,no,no,no,1,REVIEWED,
static/css/base.css,yes,,crm-frontend,css,112,112,A08b-frontend,A08b-frontend,,1-112,112,100,no,no,no,no,no,0,REVIEWED,
static/css/components.css,yes,,crm-frontend,css,449,449,A08b-frontend,A08b-frontend,,1-449,449,100,no,no,no,no,no,0,REVIEWED,
static/css/layout.css,yes,,crm-frontend,css,296,296,A08b-frontend,A08b-frontend,,1-296,296,100,no,no,no,no,no,0,REVIEWED,
static/css/login.css,yes,,crm-frontend,css,349,349,A08b-frontend,A08b-frontend,,1-349,349,100,no,no,no,no,no,0,REVIEWED,
static/css/variables.css,yes,,crm-frontend,css,120,120,A08b-frontend,A08b-frontend,,1-120,120,100,no,no,no,no,no,0,REVIEWED,
static/img/logo.png,no,"binary static asset, no logic",asset,,2739,0,,N/A,,,0,0,no,no,no,no,no,0,EXCLUDED,
static/js/auth.js,yes,,crm-frontend,javascript,108,108,A08b-frontend,A08b-frontend,,1-108,108,100,yes,no,no,no,no,3,REVIEWED,
static/js/layout.js,yes,,crm-frontend,javascript,59,59,A08b-frontend,A08b-frontend,,1-59,59,100,no,no,no,no,no,0,REVIEWED,
static/js/login.js,yes,,crm-frontend,javascript,146,146,A08b-frontend,A08b-frontend,,1-146,146,100,no,no,no,no,no,1,REVIEWED,
static/js/notifications.js,yes,,crm-frontend,javascript,146,146,A08b-frontend,A08b-frontend,,1-146,146,100,no,no,no,no,no,1,REVIEWED,
templates/ai.html,yes,,crm-frontend,jinja2-html,930,930,A08a-frontend,A08a-frontend,SEC-threat,1-930,930,100,no,no,no,no,no,6,REVIEWED,
templates/base.html,yes,,crm-frontend,jinja2-html,62,62,A08b-frontend,A08b-frontend,,1-62,62,100,no,no,no,no,no,0,REVIEWED,
templates/dashboard.html,yes,,crm-frontend,jinja2-html,320,320,A08b-frontend,A08b-frontend,,1-320,320,100,no,no,no,no,no,2,REVIEWED,
templates/equipes.html,yes,,crm-frontend,jinja2-html,818,818,A08b-frontend,A08b-frontend,,1-818,818,100,no,no,no,no,no,9,REVIEWED,
templates/gestao/pendencias.html,yes,,crm-frontend,jinja2-html,312,312,A08b-frontend,A08b-frontend,,1-312,312,100,no,no,no,no,no,3,REVIEWED,
templates/hub.html,yes,,crm-frontend,jinja2-html,137,137,A08b-frontend,A08b-frontend,,1-137,137,100,no,no,no,no,no,1,REVIEWED,
templates/leads.html,yes,,crm-frontend,jinja2-html,933,933,A08a-frontend,A08a-frontend,,1-933,933,100,no,no,no,no,no,4,REVIEWED,
templates/login.html,yes,,crm-frontend,jinja2-html,114,114,A08b-frontend,A08b-frontend,,1-114,114,100,no,no,no,no,no,1,REVIEWED,
templates/operational/boards.html,yes,,crm-frontend,jinja2-html,242,242,A08b-frontend,A08b-frontend,,1-242,242,100,no,no,no,no,no,1,REVIEWED,
templates/operational/kanban.html,yes,,crm-frontend,jinja2-html,1000,1000,A08a-frontend,A08a-frontend,,1-1000,1000,100,no,no,no,no,no,12,REVIEWED,
templates/operational/pending.html,yes,,crm-frontend,jinja2-html,194,194,A08b-frontend,A08b-frontend,,1-194,194,100,no,no,no,no,no,1,REVIEWED,
templates/partials/_lead_edit_modal.html,yes,,crm-frontend,jinja2-html,715,715,A08a-frontend,A08a-frontend,,1-715,715,100,no,no,no,no,no,4,REVIEWED,
templates/partials/_sidebar.html,yes,,crm-frontend,jinja2-html,124,124,A08b-frontend,A08b-frontend,,1-124,124,100,no,no,no,no,no,0,REVIEWED,
templates/partials/_topbar.html,yes,,crm-frontend,jinja2-html,44,44,A08b-frontend,A08b-frontend,,1-44,44,100,no,no,no,no,no,0,REVIEWED,
templates/pipeline.html,yes,,crm-frontend,jinja2-html,1381,1381,A08a-frontend,A08a-frontend,,1-1381,1381,100,no,no,no,no,no,11,REVIEWED,
templates/relatorios.html,yes,,crm-frontend,jinja2-html,231,231,A08b-frontend,A08b-frontend,,1-231,231,100,no,no,no,no,no,3,REVIEWED,
templates/segmentacao.html,yes,,crm-frontend,jinja2-html,646,646,A08b-frontend,A08b-frontend,,1-646,646,100,no,no,no,no,no,8,REVIEWED,
templates/tags.html,yes,,crm-frontend,jinja2-html,244,244,A08b-frontend,A08b-frontend,,1-244,244,100,no,no,no,no,no,3,REVIEWED,
templates/tarefas.html,yes,,crm-frontend,jinja2-html,572,572,A08b-frontend,A08b-frontend,,1-572,572,100,no,no,no,no,no,6,REVIEWED,
test_db.py,yes,,scripts,python,17,17,A16-scripts,A16-scripts,,1-17,17,100,no,no,no,no,no,0,REVIEWED,
tests/README.md,yes,,tests,markdown,29,29,A15a-tests,A15a-tests,,1-29,29,100,no,no,no,no,yes,1,REVIEWED,
tests/test_auth_session_consistency.py,yes,,tests,python,403,403,A15a-tests,A15a-tests,,1-403,403,100,yes,no,no,no,yes,2,REVIEWED,
tests/test_conversas_admin_role.py,yes,,tests,python,240,240,A15b-tests,A15b-tests,,1-240,240,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_agent_timeout.py,yes,,tests,python,376,376,A15b-tests,A15b-tests,,1-376,376,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_assignment_notes.py,yes,,tests,python,219,219,A15b-tests,A15b-tests,,1-219,219,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_audio.py,yes,,tests,python,274,274,A15b-tests,A15b-tests,,1-274,274,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_auth_local.py,yes,,tests,python,171,171,A15b-tests,A15b-tests,,1-171,171,100,yes,no,no,no,yes,0,REVIEWED,
tests/test_conversas_hotfix_filters_resp.py,yes,,tests,python,246,246,A15b-tests,A15b-tests,,1-246,246,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_inbox_filters.py,yes,,tests,python,498,498,A15b-tests,A15b-tests,,1-498,498,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_media_foundation.py,yes,,tests,python,247,247,A15b-tests,A15b-tests,,1-247,247,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_media_storage.py,yes,,tests,python,308,308,A15b-tests,A15b-tests,,1-308,308,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_media_types.py,yes,,tests,python,236,236,A15b-tests,A15b-tests,,1-236,236,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_mobile_pwa.py,yes,,tests,python,209,209,A15b-tests,A15b-tests,,1-209,209,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_mobile_responsive_refinement.py,yes,,tests,python,245,245,A15b-tests,A15b-tests,,1-245,245,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_notifications.py,yes,,tests,python,205,205,A15b-tests,A15b-tests,,1-205,205,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_operational_state.py,yes,,tests,python,461,461,A15b-tests,A15b-tests,,1-461,461,100,no,no,no,no,yes,2,REVIEWED,
tests/test_conversas_outbound.py,yes,,tests,python,175,175,A15b-tests,A15b-tests,,1-175,175,100,no,no,no,yes,yes,1,REVIEWED,
tests/test_conversas_outbound_integrity.py,yes,,tests,python,427,427,A15b-tests,A15b-tests,,1-427,427,100,no,no,no,yes,yes,1,REVIEWED,
tests/test_conversas_queue.py,yes,,tests,python,198,198,A15b-tests,A15b-tests,,1-198,198,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_quick_replies.py,yes,,tests,python,165,165,A15b-tests,A15b-tests,,1-165,165,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_security.py,yes,,tests,python,60,60,A15b-tests,A15b-tests,,1-60,60,100,yes,no,no,no,yes,2,REVIEWED,
tests/test_conversas_service_window.py,yes,,tests,python,608,608,A15b-tests,A15b-tests,,1-608,608,100,no,no,no,no,yes,5,REVIEWED,
tests/test_conversas_smoke_seed.py,yes,,tests,python,188,188,A15b-tests,A15b-tests,,1-188,188,100,yes,no,no,no,yes,0,REVIEWED,
tests/test_conversas_tags.py,yes,,tests,python,181,181,A15b-tests,A15b-tests,,1-181,181,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_tags_sync.py,yes,,tests,python,240,240,A15b-tests,A15b-tests,,1-240,240,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_template_curation.py,yes,,tests,python,430,430,A15b-tests,A15b-tests,,1-430,430,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_template_param_map.py,yes,,tests,python,493,493,A15b-tests,A15b-tests,,1-493,493,100,no,no,no,no,yes,0,REVIEWED,
tests/test_conversas_template_variables.py,yes,,tests,python,496,496,A15b-tests,A15b-tests,,1-496,496,100,no,no,no,no,yes,1,REVIEWED,
tests/test_conversas_variables.py,yes,,tests,python,1043,1043,A15b-tests,A15b-tests,,1-1043,1043,100,no,no,no,no,yes,2,REVIEWED,
tests/test_conversas_webhook.py,yes,,tests,python,237,237,A15b-tests,A15b-tests,,1-237,237,100,yes,no,no,yes,yes,3,REVIEWED,
tests/test_hub.py,yes,,tests,python,90,90,A15a-tests,A15a-tests,,1-90,90,100,no,no,no,no,yes,2,REVIEWED,
tests/test_infra_compose_guard.py,yes,,tests,python,83,83,A15a-tests,A15a-tests,,1-83,83,100,no,no,no,no,yes,1,REVIEWED,
tests/test_internal_tasks.py,yes,,tests,python,168,168,A15a-tests,A15a-tests,,1-168,168,100,no,no,no,no,yes,1,REVIEWED,
tests/test_kanban_ui.py,yes,,tests,python,77,77,A15a-tests,A15a-tests,,1-77,77,100,no,no,no,no,yes,1,REVIEWED,
tests/test_leads_deeplink_pinned.py,yes,,tests,python,645,645,A15a-tests,A15a-tests,,1-645,645,100,no,no,no,no,yes,3,REVIEWED,
tests/test_leads_destino_filter_dialect.py,yes,,tests,python,94,94,A15a-tests,A15a-tests,,1-94,94,100,no,no,no,no,yes,1,REVIEWED,
tests/test_leads_keyset_pagination.py,yes,,tests,python,1005,1005,A15a-tests,A15a-tests,,1-1005,1005,100,no,no,no,no,yes,4,REVIEWED,
tests/test_leads_responsavel_atomic.py,yes,,tests,python,167,167,A15a-tests,A15a-tests,,1-167,167,100,no,no,no,no,yes,2,REVIEWED,
tests/test_leads_segment_drift.py,yes,,tests,python,208,208,A15a-tests,A15a-tests,,1-208,208,100,no,no,no,no,yes,1,REVIEWED,
tests/test_notifications_ui.py,yes,,tests,python,88,88,A15a-tests,A15a-tests,,1-88,88,100,no,no,no,no,yes,0,REVIEWED,
tests/test_perf_query_count.py,yes,,tests,python,185,185,A15a-tests,A15a-tests,,1-185,185,100,no,no,no,no,yes,1,REVIEWED,
tests/test_perpetua_internal_auth.py,yes,,tests,python,306,306,A15a-tests,A15a-tests,,1-306,306,100,yes,no,no,no,yes,0,REVIEWED,
tests/test_perpetua_pdf_generation.py,yes,,tests,python,213,213,A15a-tests,A15a-tests,,1-213,213,100,no,no,no,no,yes,0,REVIEWED,
tests/test_pipeline_inline_lead_edit.py,yes,,tests,python,559,559,A15a-tests,A15a-tests,,1-559,559,100,no,no,no,no,yes,3,REVIEWED,
tests/test_pipeline_review_final.py,yes,,tests,python,458,458,A15a-tests,A15a-tests,,1-458,458,100,no,no,no,no,yes,2,REVIEWED,
tests/test_pipeline_stage_pagination.py,yes,,tests,python,446,446,A15a-tests,A15a-tests,,1-446,446,100,no,no,no,no,yes,2,REVIEWED,
tests/test_pipeline_target_clear.py,yes,,tests,python,333,333,A15a-tests,A15a-tests,,1-333,333,100,no,no,no,no,yes,0,REVIEWED,
tests/test_pipeline_target_highlight.py,yes,,tests,python,253,253,A15a-tests,A15a-tests,,1-253,253,100,no,no,no,no,yes,1,REVIEWED,
tests/test_rate_limit.py,yes,,tests,python,55,55,A15a-tests,A15a-tests,,1-55,55,100,no,no,no,no,yes,0,REVIEWED,
tests/test_render_templates.py,yes,,tests,python,94,94,A15a-tests,A15a-tests,,1-94,94,100,no,no,no,no,yes,0,REVIEWED,
tests/test_security_greps.py,yes,,tests,python,71,71,A15a-tests,A15a-tests,,1-71,71,100,yes,no,no,no,yes,2,REVIEWED,
tests/test_segments_sql_count.py,yes,,tests,python,744,744,A15a-tests,A15a-tests,,1-744,744,100,no,no,no,no,yes,2,REVIEWED,
update_templates.py,yes,,scripts,python,28,28,A16-scripts,A16-scripts,,1-28,28,100,no,no,no,no,no,0,REVIEWED,
